"Marie","3","1","0","0","0","0","0","0","0","0","0","","","","",""
"Maria","12","1","0","0","0","0","0","0","0","0","0","","","","",""
"Cristobal","5","1","0","0","0","0","0","0","0","0","0","","","","",""
